순서,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,등록번호,등록일자,발명의명칭,IPC분류,출원인,요약
533,16264566,2019.01.31,20190232974,2019.08.01,20190232974,2019.08.01,,,METHOD FOR CUSTOMIZING MOTION CHARACTERISTICS OF AN AUTONOMOUS VEHICLE FOR A USER,"B60W50/08,G05D1/02,B60W50/00,G05D1/00,G06K9/00,G06F3/01,A61B5/024,A61B5/16,A61B5/00",drive.ai Inc.,"One variation of a method for customizing motion characteristics of an autonomous vehicle for a user includes: accessing a baseline emotional state of the user following entry of the user into the autonomous vehicle at a first time proximal a start of a trip; during a first segment of the trip, autonomously navigating toward a destination location according to a first motion planning parameter, accessing a second emotional state of the user at a second time, detecting degradation of sentiment of the user based on differences between the baseline and second emotional states; and correlating degradation of sentiment of the user with a navigational characteristic of the autonomous vehicle; modifying the first motion planning parameter of the autonomous vehicle to deviate from the navigational characteristic; and, during a second segment of the trip, autonomously navigating toward the destination location according to the revised motion planning parameter."
534,16380002,2019.04.10,20190232957,2019.08.01,20190232957,2019.08.01,,,PLANNING FOR UNKNOWN OBJECTS BY AN AUTONOMOUS VEHICLE,"B60W30/09,G08G1/16","nuTonomy, Inc.","Among other things, a model is maintained of an environment of a vehicle. A hypothetical object in the environment that cannot be perceived by sensors of the vehicle is included in the model."
535,16250533,2019.01.17,20190225216,2019.07.25,20190225216,2019.07.25,,,TRAVEL REFERENCE LINE DETERMINATION SYSTEM AND AUTOMATIC DRIVING SYSTEM,"B60W30/10,G06F17/10,G05B13/02,G05D1/02","HONDA MOTOR CO., LTD.,HONDA MOTOR CO., LTD.","There is provided a travel reference line determination system and an automatic driving system capable of determining a travel reference line of a vehicle appropriately even under conditions where information representing the track environment of the vehicle is hard to get. An ECU of an automatic driving system calculates a model y coordinate value ymw_i using a map in FIG.  4  (Step  12  ), calculates an estimated y coordinate value y_i using track environment data D_info (Step  11  ), calculates curvature C so that an error between the model y coordinate value ymw_i and the estimated y coordinate value y_i may be minimized (Step  18  ), calculates a travel trajectory Xf using the curvature C (Step  4  ), and executes automatic driving control using the travel trajectory Xf (Steps  31  to  33  )."
536,16286294,2019.02.26,20190196482,2019.06.27,20190196482,2019.06.27,,,"METHODS FOR COMMUNICATING STATE, INTENT, AND CONTEXT OF AN AUTONOMOUS VEHICLE","G05D1/02,B60Q1/26,G05D1/00",drive.ai Inc.,"One variation of a method for communicating state, intent, and context of an autonomous vehicle includes: at a first time, displaying a first icon representing a current state of a vehicle on a rear-facing visual display arranged on the vehicle; navigating toward an intersection; at a second time, detecting a state of the intersection ahead of the vehicle; rendering a second icon representing the state of the intersection at the second time on the rear-facing visual display; detecting a change in the state of the intersection at a third time succeeding the second time; selecting a next navigation action for the vehicle responsive to the change in the state of the intersection at the third time; prior to executing the next navigation action, rendering a third icon representing the next navigation action on the rear-facing visual display; and autonomously executing the next navigation action."
537,15930839,2020.05.13,,,11457558,2022.10.04,11457558,2022.10.04,Autonomous vehicle navigation,"A01D34/00,G05D1/02,G06T7/10,G06K9/62,G06V20/56,A01D101/00,A01D34/64",Hydro-Gear Limited Partnership,"A lawn mower including a vision sensor configured to capture an image, a drive system configured to move the lawn mower at a velocity and configured to change the velocity, a processor connected to the vision sensor and the drive system, the processor comprising processing logic that includes a first movement threshold, the processor configured to divide the image into a plurality of image sections, categorize, for each image section, the image data, into one of mowable image data and unmowable image data, obtain, for each image section, a percentage of unmowable image data, and assign one of a first result value and a second result value to each section based on a comparison between the percentage with the first movement threshold."
538,16734584,2020.01.06,,,11383620,2022.07.12,11383620,2022.07.12,Automatic vehicle configuration based on sensor data,"B60N2/02,B60W40/08,B60R16/037,B60H1/00","Capital One Services, LLC","A vehicle receives sensor data that includes image data of frames that depict one or more individuals outside of the vehicle, and identifies, by analyzing the sensor data using one or more attribute recognition techniques, a set of attributes of an individual of the one or more individuals. The vehicle determines a set of scores indicating a set of likelihoods of a set of vehicle configurations being a preferred vehicle configuration for the individual, based on a data model performing a machine-learning-driven analysis of attribute data identifying the set of attributes, and/or location data identifying a location of the individual relative to the vehicle. The vehicle selects a particular vehicle configuration based on a score that indicates a likelihood of the particular vehicle configuration being the preferred vehicle configuration and provides an instruction to cause a vehicle component to implement the particular vehicle configuration by updating a configurable value."
539,16941162,2020.07.28,,,11373419,2022.06.28,11373419,2022.06.28,Automatically detecting unmapped drivable road surfaces for autonomous vehicles,"G06V20/56,G06K9/62,G05D1/02",Waymo LLC,"Aspects of the disclosure relate to detecting unmapped drivable road surfaces. In one instance, sensor data captured by a sensor of an autonomous vehicle may be projected onto a grid having a plurality of cells. The plurality of cells may be classified by generating a label for each of the plurality of cells. Each label may identifies whether or not a corresponding cell contains a drivable surface. Ones of the plurality of cells may be clustered based on the labels to form a cluster of cells. An area of the cluster of cells may be compared to a map. Whether the area of the cluster of cells is an unmapped drivable road surface may be determined based on the comparison."
540,17156535,2021.01.23,20220126725,2022.04.28,20220126725,2022.04.28,,,METHOD FOR SCHEDULING MULTI AGENT AND UNMANNED ELECTRIC VEHICLE BATTERY SWAP BASED ON INTERNET OF VEHICLES,"B60L53/80,B60L53/63,B60L53/66,H04W4/44,B60L53/67","HARBIN ENGINEERING UNIVERSITY,HARBIN ENGINEERING UNIVERSITY","A method for scheduling EV battery swap based on IoV, in which the roadside units regard battery-swap station clusters with a high degree of potential cooperation as a whole, and gather them into a single battery swap area; taking a service rate of a cluster of swap stations as an assessment target, and mainly examining a service capability, a service quality, and location information of each of swap station nodes themselves, and a current state of those electric vehicles that require to swap battery; providing a solution of the best joint actions for the overall electric vehicles to maintain the overall service balance of every swap station and improve a long-term performance of Internet of Vehicles. According to the invention, a battery of the electric vehicles can be swapped as soon as possible, and every battery swap station can maintain business balance."
541,17029854,2020.09.23,20220088249,2022.03.24,20220088249,2022.03.24,,,AUTONOMOUS SEAT SANITIZING SYSTEM FOR A VEHICLE,"A61L2/24,A61L2/10,B60Q3/233,B60Q1/00","Toyota Motor North America, Inc.","An autonomous seat sanitizing system for a vehicle includes a vehicle seat sanitizing system control module configured to detect a person approaching a vehicle. Responsive to a person approaching the vehicle, a distance of the person from the vehicle is determined. The distance of the person from the vehicle is compared to a predetermined threshold distance. If the distance of the person from the vehicle is less than the predetermined threshold distance, the control module determines if at least one seat in the vehicle occupant compartment is unoccupied. If at least one seat is unoccupied, the module controls operation of the vehicle to direct a sanitizing ultraviolet (UV) light onto the unoccupied seat until a vehicle door is opened from an exterior of the vehicle, or until the distance of the person from the vehicle is no longer less than the predetermined threshold distance."
542,17363644,2021.06.30,20210323445,2021.10.21,20210323445,2021.10.21,,,AUTONOMOUS SEAT ADJUSTMENT IN A VEHICLE,"B60N2/02,G06K9/00,B60N2/00","TOYOTA RESEARCH INSTITUTE, INC.,TOYOTA RESEARCH INSTITUTE, INC.",A method for adjusting a seat in a vehicle includes adjusting the seat from an initial position to a passenger adjusted position based on receiving an input from a passenger. The method further includes determining the passenger exited the vehicle after adjusting the seat and predicting a likelihood of the passenger returning to the vehicle based on determining the passenger exited the vehicle. The method also includes adjusting the seat to the initial position based on the likelihood of the passenger returning is less than a passenger returning threshold. The method still further includes identifying a person approaching the vehicle after the passenger exited the vehicle based on information captured by one or more sensors of the vehicle. The method also includes adjusting the seat to a position associated with the previous passenger based on identifying the person approaching the vehicle as the previous passenger.
543,16941162,2020.07.28,20210049374,2021.02.18,20210049374,2021.02.18,,,Automatically Detecting Unmapped Drivable Road Surfaces For Autonomous Vehicles,"G06K9/00,G06K9/62,G05D1/02",Waymo LLC,"Aspects of the disclosure relate to detecting unmapped drivable road surfaces. In one instance, sensor data captured by a sensor of an autonomous vehicle may be projected onto a grid having a plurality of cells. The plurality of cells may be classified by generating a label for each of the plurality of cells. Each label may identifies whether or not a corresponding cell contains a drivable surface. Ones of the plurality of cells may be clustered based on the labels to form a cluster of cells. An area of the cluster of cells may be compared to a map. Whether the area of the cluster of cells is an unmapped drivable road surface may be determined based on the comparison."
544,16734584,2020.01.06,20210031655,2021.02.04,20210031655,2021.02.04,,,AUTOMATIC VEHICLE CONFIGURATION BASED ON SENSOR DATA,"B60N2/02,B60H1/00,B60R16/037,B60W40/08","Capital One Services, LLC,Capital One Services, LLC","A vehicle receives sensor data that includes image data of frames that depict one or more individuals outside of the vehicle, and identifies, by analyzing the sensor data using one or more attribute recognition techniques, a set of attributes of an individual of the one or more individuals. The vehicle determines a set of scores indicating a set of likelihoods of a set of vehicle configurations being a preferred vehicle configuration for the individual, based on a data model performing a machine-learning-driven analysis of attribute data identifying the set of attributes, and/or location data identifying a location of the individual relative to the vehicle. The vehicle selects a particular vehicle configuration based on a score that indicates a likelihood of the particular vehicle configuration being the preferred vehicle configuration and provides an instruction to cause a vehicle component to implement the particular vehicle configuration by updating a configurable value."
545,16797636,2020.02.21,20200283016,2020.09.10,20200283016,2020.09.10,,,MOVEMENT PREDICTION OF PEDESTRIANS USEFUL FOR AUTONOMOUS DRIVING,"B60W60/00,B60W30/095,G06K9/00,G06N7/00,G06T7/246",Robert Bosch GmbH,A prediction device is described for predicting a location of a pedestrian moving in an environment. The prediction device may have a memory configured to store a probability distribution for multiple latent variables indicating one or more states of the one or more pedestrians. The prediction device may be configured to predict a position of a pedestrian for which no position information is currently available from the probability distribution of the multiple latent variables.
546,16732221,2019.12.31,20200211372,2020.07.02,20200211372,2020.07.02,,,DYNAMIC CO-OPERATIVE ARRAYS OF ELECTROMAGNETIC MARKERS FOR HIGHLY AUTONOMOUS VEHICLE LOCATION AND CRYPTOGRAPHICALLY SECURE TRANSACTIONS,"G08G1/01,H04W4/44,H04L9/06,G08G1/042",Edmund S. Nabrotzky,"A system that uses cooperative arrays of electromagnetic resonating markers in combination with a vehicle mounted resonating transceiver. Markers establish their position placement during a calibration sequence in which cryptographic keys are exchanged, ensuring the markers are placed by authorized personnel and that none can be removed/relocated without detection. Markers can then be reliably polled by passing vehicles to determine relative location in areas of sensor occlusion. The markers can also be securely used for emerging smart city financial transactions such as automated parking, garbage collection, deliveries, tolling or temporary pedestrian markets."
547,16528040,2019.07.31,,,10525850,2020.01.07,10525850,2020.01.07,Automatic vehicle configuration based on sensor data,"B60N2/02,B60W40/08,B60R16/037,B60H1/00","Capital One Services, LLC","A vehicle receives sensor data that includes image data of frames that depict one or more individuals outside of the vehicle, and identifies, by analyzing the sensor data using one or more attribute recognition techniques, a set of attributes of an individual of the one or more individuals. The vehicle determines a set of scores indicating a set of likelihoods of a set of vehicle configurations being a preferred vehicle configuration for the individual, based on a data model performing a machine-learning-driven analysis of attribute data identifying the set of attributes, and/or location data identifying a location of the individual relative to the vehicle. The vehicle selects a particular vehicle configuration based on a score that indicates a likelihood of the particular vehicle configuration being the preferred vehicle configuration and provides an instruction to cause a vehicle component to implement the particular vehicle configuration by updating a configurable value."
548,17483762,2021.09.23,20220101557,2022.03.31,20220101557,2022.03.31,,,CALIBRATION OF AUTONOMOUS FARMING VEHICLE IMAGE ACQUISITION SYSTEM,"G06T7/80,G06T7/70,G06T7/579,G06T17/05,G05D1/02",Blue River Technology Inc.,"A system and a method are disclosed for calibrating an image acquisition system of a farming machine. The farming machine captures images of objects in an environment as the farming machine moves through an environment. Based on the captured images, a represented three-dimensional (3D) model of the environment representing the objects in a three-dimensional space is generated. From the represented 3D model, a represented location of an object (e.g., building, lamppost, tree) is determined. The represented location of the object is compared to a reference location of the object and the comparison is used to calibrate the image acquisition system by modifying positions, orientations, or optical settings of one or more cameras in the image acquisition system."
549,16257713,2019.01.25,,,10402977,2019.09.03,10402977,2019.09.03,Learning method and learning device for improving segmentation performance in road obstacle detection required to satisfy level 4 and level 5 of autonomous vehicles using laplacian pyramid network and testing method and testing device using the same,"G06T7/11,G06K9/62,G06N3/08,G06T7/13,G06N20/00,G06T3/40,G06K9/00","Stradvision, Inc.","A learning method for improving a segmentation performance in detecting edges of road obstacles and traffic signs, etc. required to satisfy level 4 and level 5 of autonomous vehicles using a learning device is provided. The traffic signs, as well as landmarks and road markers may be detected more accurately by reinforcing text parts as edge parts in an image. The method includes steps of: the learning device (a) instructing k convolutional layers to generate k encoded feature maps, including h encoded feature maps corresponding to h mask layers; (b) instructing k deconvolutional layers to generate k decoded feature maps (i) by using h bandpass feature maps and h decoded feature maps corresponding to the h mask layers and (ii) by using feature maps to be inputted respectively to k-h deconvolutional layers; and (c) adjusting parameters of the deconvolutional and convolutional layers."
550,16562225,2019.09.05,,,11435946,2022.09.06,11435946,2022.09.06,Intelligent wear leveling with reduced write-amplification for data storage devices configured on autonomous vehicles,"G06F3/06,G06N3/04,G06N3/08,G06F12/10","Micron Technology, Inc.","Systems, methods and apparatus of intelligent wear-leveling with reduced write-amplification for data storage devices configured on autonomous vehicles. For example, a data storage device of a vehicle includes: storage media components; a controller configured to store data into and retrieve data from the storage media components according to commands received in the data storage device; an address map configured to map between: logical addresses specified in the commands received in the data storage device, and physical addresses of memory cells in the storage media components; and an artificial neural network configured to receive, as input and as a function of time, operating parameters indicative a data access pattern, and generate, based on the input, a prediction to determine an optimized operation for wear leveling among memory cells in the data storage device. The controller is configured to perform the optimized operation for wear leveling based on the prediction."
551,16791900,2020.02.14,20210255637,2021.08.19,20210255637,2021.08.19,,,INTELLIGENT LIDAR SENSORS FOR AUTONOMOUS VEHICLES,"G05D1/02,G06N3/063,G06N3/04,G06F17/16,G05B13/02,G01S7/48,G01S7/4865,G01S17/89","Micron Technology, Inc.","Systems, methods and apparatuses of lidar sensors of autonomous vehicles. A lidar sensor can include: a memory configured to store a lidar image and an Artificial Neural Network (ANN); an inference engine configured to use the (ANN) to analyze the lidar image and generate inference results; and a communication interface coupled to a computer system of a vehicle to implement an advanced driver assistance system to operate the controls according to the inference results and a sensor data stream generated by sensors configured on the vehicle."
552,16719196,2019.12.18,20210190913,2021.06.24,20210190913,2021.06.24,,,Intelligent Radar Electronic Control Units in Autonomous Vehicles,"G01S7/41,G06N5/04,G01S13/931,G01S13/89","Micron Technology, Inc.","Systems, methods and apparatuses of radar Electronic Control Units (ECUs) of autonomous vehicles. A radar ECU can include: a memory configured to store a radar image and an Artificial Neural Network (ANN); an inference engine configured to use the (ANN) to analyze the radar image and generate inference results; and a communication interface coupled to a computer system of a vehicle to implement an advanced driver assistance system to operate the controls according to the inference results and a sensor data stream generated by sensors configured on the vehicle."
553,16562225,2019.09.05,20210072921,2021.03.11,20210072921,2021.03.11,,,Intelligent Wear Leveling with Reduced Write-Amplification for Data Storage Devices Configured on Autonomous Vehicles,"G06F3/06,G06N3/04,G06N3/08,G06F12/10","Micron Technology, Inc.","Systems, methods and apparatus of intelligent wear-leveling with reduced write-amplification for data storage devices configured on autonomous vehicles. For example, a data storage device of a vehicle includes: storage media components; a controller configured to store data into and retrieve data from the storage media components according to commands received in the data storage device; an address map configured to map between: logical addresses specified in the commands received in the data storage device, and physical addresses of memory cells in the storage media components; and an artificial neural network configured to receive, as input and as a function of time, operating parameters indicative a data access pattern, and generate, based on the input, a prediction to determine an optimized operation for wear leveling among memory cells in the data storage device. The controller is configured to perform the optimized operation for wear leveling based on the prediction."
554,16562222,2019.09.05,20210072911,2021.03.11,20210072911,2021.03.11,,,Intelligent Write-Amplification Reduction for Data Storage Devices Configured on Autonomous Vehicles,"G06F3/06,G06F12/02,G06N3/04,G05D1/00,G05D1/02","Micron Technology, Inc.","Systems, methods and apparatus of intelligent write-amplification reduction for data storage devices configured on autonomous vehicles. For example, a data storage device of a vehicle includes: one or more storage media components; a controller configured to store data into and retrieve data from the one or more storage media components according to commands received in the data storage device; an address map configured to map between: logical addresses specified in the commands received in the data storage device, and physical addresses of memory cells in the one or more storage media components; and an artificial neural network configured to receive, as input and as a function of time, operating parameters indicative a data access pattern, and generate, based on the input, a prediction to determine an optimized data placement scheme. The controller is configured to adjust the address map according to the optimized data placement scheme."
555,16932681,2020.07.17,20210024094,2021.01.28,20210024094,2021.01.28,,,FILTERING USER RESPONSES FOR GENERATING TRAINING DATA FOR MACHINE LEARNING BASED MODELS FOR NAVIGATION OF AUTONOMOUS VEHICLES,"B60W60/00,B60W40/02,B60W40/09,G06N3/08","Perceptive Automata, Inc.",An autonomous vehicle uses machine learning based models such as neural networks to predict hidden context attributes associated with traffic entities. The hidden context represents behavior of the traffic entities in the traffic. The machine learning based model is configured to receive a video frame as input and output likelihoods of receiving user responses having particular ordinal values. The system uses a loss function based on cumulative histogram of user responses corresponding to various ordinal values. The system identifies user responses that are unlikely to be valid user responses to generate training data for training the machine learning mode. The system identifies invalid user responses based on response time of the user responses.
556,16253996,2019.01.22,,,10460210,2019.10.29,10460210,2019.10.29,Method and device of neural network operations using a grid generator for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles,"G06K9/00,G06K9/62,G06N3/08,G06T7/70","Stradvision, Inc.","A method of neural network operations by using a grid generator is provided for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles. The method includes steps of: (a) a computing device, if a test image is acquired, instructing a non-object detector to acquire non-object location information for testing and class information of the non-objects for testing by detecting the non-objects for testing on the test image; (b) the computing device instructing the grid generator to generate section information by referring to the non-object location information for testing; (c) the computing device instructing a neural network to determine parameters for testing; (d) the computing device instructing the neural network to apply the neural network operations to the test image by using each of the parameters for testing, to thereby generate one or more neural network outputs."
557,16254500,2019.01.22,,,10339424,2019.07.02,10339424,2019.07.02,Method and device of neural network operations using a grid generator for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles,"G06K9/00,G06K9/62,G06N3/04,G06N7/00,G06T7/70,G06N3/08","Stradvision, Inc.","A method of neural network operations by using a grid generator is provided for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles. The method includes steps of: a computing device (a) instructing a detector to acquire object location information for testing and class information; (b) instructing the grid generator to generate section information by referring to the object location information for testing; (c) instructing a neural network to determine parameters for testing, to be used for applying the neural network operations to either (i) the subsections including each of the objects for testing and each of non-objects for testing, or (ii) each of sub-regions, in each of the subsections, where said each of the non-objects for testing is located; and (d) instructing the neural network to apply the neural network operations to the test image for testing to thereby generate neural network outputs."
558,16255339,2019.01.23,,,10311578,2019.06.04,10311578,2019.06.04,"Learning method and learning device for segmenting an image having one or more lanes by using embedding loss to support collaboration with HD maps required to satisfy level 4 of autonomous vehicles and softmax loss, and testing method and testing device using the same","G06K7/14,G06T7/143","Stradvision, inc.","A learning method for segmenting an image having one or more lanes is provided to be used for supporting collaboration with HD maps required to satisfy level 4 of autonomous vehicles. The learning method includes steps of: a learning device instructing a CNN module (a) to apply convolution operations to the image, thereby generating a feature map, and apply deconvolution operations thereto, thereby generating segmentation scores of each of pixels on the image; (b) to apply Softmax operations to the segmentation scores, thereby generating Softmax scores; and (c) to (I) apply multinomial logistic loss operations and pixel embedding operations to the Softmax scores, thereby generating Softmax losses and embedding losses, where the embedding losses is used to increase inter-lane differences among averages of the segmentation scores and decrease intra-lane variances among the segmentation scores, in learning parameters of the CNN module, and (II) backpropagate the Softmax and the embedding losses."
559,16254525,2019.01.22,,,10311336,2019.06.04,10311336,2019.06.04,Method and device of neural network operations using a grid generator for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles,"G06K9/62,G06N3/08,G06N3/04,G06T7/70,G06K9/00","Stradvision, Inc.",A method of neural network operations by using a grid generator is provided for converting modes according to classes of areas to satisfy level 4 of autonomous vehicles. The method includes steps of: (a) a computing device instructing a pair detector to acquire information on locations and classes of pairs for testing by detecting the pairs for testing; (b) the computing device instructing the grid generator to generate section information by referring to the information on the locations of the pairs for testing; (c) the computing device instructing a neural network to determine parameters for testing by referring to parameters for training which have been learned by using information on pairs for training; and (d) the computing device instructing the neural network to apply the neural network operations to a test image by using each of the parameters for testing to thereby generate one or more neural network outputs.
560,16871346,2020.05.11,,,11443288,2022.09.13,11443288,2022.09.13,Automatic assessment of damage and repair costs in vehicles,"G06Q40/08,G06Q10/00,G06T7/00,G06T7/11,G06T7/143,G06T7/33,G06K9/62,G06V10/44,G06V10/46,G06V20/20,G06F3/04842,G06Q30/02,G06T7/40,G06T19/00,G06T7/194","American International Group, Inc.","A system and method are provided for automatically estimating a repair cost for a vehicle. A method includes: receiving, at a server computing device over an electronic network, one or more images of a damaged vehicle from a client computing device; performing image processing operations on each of the one or more images to detect external damage to a first set of parts of the vehicle; inferring internal damage to a second set of parts of the vehicle based on the detected external damage; and, calculating an estimated repair cost for the vehicle based on the detected external damage and inferred internal damage based on accessing a parts database that includes repair and labor costs for each part in the first and second sets of parts."
561,17069765,2020.10.13,20210142080,2021.05.13,20210142080,2021.05.13,,,DETECTION OF UNSAFE CABIN CONDITIONS IN AUTONOMOUS VEHICLES,"G06K9/00,G06N3/04,G06N3/08,G06K9/62,G08B25/10,H04W4/44,B60Q9/00,B60R22/48","Alpine Electronics of Silicon Valley, Inc.","Devices, systems and processes for the detection of unsafe cabin conditions that provides a safer passenger experience in autonomous vehicles are described. One example method for enhancing passenger safety includes capturing at least a set of images of one or more passengers in the vehicle, determining, based on the set of images, the occurrence of an unsafe activity in an interior of the vehicle, performing, using a neural network, a classification of the unsafe activity, and performing, based on the classification, one or more responsive actions."
562,16657575,2019.10.18,,,10803334,2020.10.13,10803334,2020.10.13,Detection of unsafe cabin conditions in autonomous vehicles,"G06N3/04,G06N3/08,G06K9/62,G08B25/10,B60Q9/00,G06K9/00,H04W4/44,B60R22/48","Alpine Electronics of Silicon Valley, Inc.","Devices, systems and processes for the detection of unsafe cabin conditions that provides a safer passenger experience in autonomous vehicles are described. One example method for enhancing passenger safety includes capturing at least a set of images of one or more passengers in the vehicle, determining, based on the set of images, the occurrence of an unsafe activity in an interior of the vehicle, performing, using a neural network, a classification of the unsafe activity, and performing, based on the classification, one or more responsive actions."
563,16871346,2020.05.11,20200273001,2020.08.27,20200273001,2020.08.27,,,AUTOMATIC ASSESSMENT OF DAMAGE AND REPAIR COSTS IN VEHICLES,"G06Q10/00,G06K9/00,G06T7/00,G06T7/11,G06T7/143,G06T7/33,G06K9/46,G06K9/62,G06F3/0484,G06Q30/02,G06Q40/08,G06T7/40,G06T19/00","American International Group, Inc.","A system and method are provided for automatically estimating a repair cost for a vehicle. A method includes: receiving, at a server computing device over an electronic network, one or more images of a damaged vehicle from a client computing device; performing image processing operations on each of the one or more images to detect external damage to a first set of parts of the vehicle; inferring internal damage to a second set of parts of the vehicle based on the detected external damage; and, calculating an estimated repair cost for the vehicle based on the detected external damage and inferred internal damage based on accessing a parts database that includes repair and labor costs for each part in the first and second sets of parts."
564,17021207,2020.09.15,20220081000,2022.03.17,20220081000,2022.03.17,,,HYBRID PLANNING SYSTEM FOR AUTONOMOUS VEHICLES,"B60W60/00,G01C21/34,B60W30/095,B60W30/18,G01C21/00,G06N3/08",Baidu USA LLC,"In one embodiment, a system/method generates a driving trajectory for an autonomous driving vehicle (ADV). The system perceives an environment of an autonomous driving vehicle (ADV). The system determines one or more bounding conditions based on the perceived environment. The system generates a first trajectory using a neural network model, wherein the neural network model is trained to generate a driving trajectory. The system evaluates/determines if the first trajectory satisfies the one or more bounding conditions. If the first trajectory satisfies the one or more bounding conditions, the system controls the ADV autonomously according to the first trajectory. Otherwise, the system controls the ADV autonomously according to a second trajectory, where the second trajectory is generated based on an objective function, where the objective function is determined based on at least the one or more bounding conditions."
565,17397461,2021.08.09,20220024473,2022.01.27,20220024473,2022.01.27,,,Generating Testing Instances for Autonomous Vehicles,"B60W50/04,G07C5/08,B60W60/00","Aurora Innovation, Inc.","Sensor data collected from an autonomous vehicle can be labeled using sensor data collected from an additional vehicle. Labeled sensor data can generate targeted testing instances for a trained machine learning model, where the trained machine learning model is used in generating control signals for an autonomous vehicle. In many implementations, targeted training instances can generate an accuracy value for the trained neural network model. Additionally or alternatively, the sensor suite on the additional vehicle can include a removable hardware pod which can be mounted on a variety of vehicles."
566,16271401,2019.02.08,,,11086319,2021.08.10,11086319,2021.08.10,Generating testing instances for autonomous vehicles,"G05D1/00,G05D1/02,G05B13/02","Aurora Innovation, Inc.","Sensor data collected from an autonomous vehicle can be labeled using sensor data collected from an additional vehicle. Labeled sensor data can generate targeted testing instances for a trained machine learning model, where the trained machine learning model is used in generating control signals for an autonomous vehicle. In many implementations, targeted training instances can generate an accuracy value for the trained neural network model. Additionally or alternatively, the sensor suite on the additional vehicle can include a removable hardware pod which can be mounted on a variety of vehicles."
567,16740109,2020.01.10,20200326715,2020.10.15,20200326715,2020.10.15,,,SAFETY SYSTEM FOR AUTONOMOUS OPERATION OF OFF-ROAD AND AGRICULTURAL VEHICLES USING MACHINE LEARNING FOR DETECTION AND IDENTIFICATION OF OBSTACLES,"G05D1/02,G05D1/00,B60W10/20,B60W10/18,B60W10/04,B60W10/10,G06K9/00,G06K9/62,G06N20/00","Raven Industries, Inc.","A framework for safely operating autonomous machinery, such as vehicles and other heavy equipment, in an in-field or off-road environment, includes detecting, identifying, classifying and tracking objects and/or terrain characteristics from on-board sensors that capture images in front and around the autonomous machinery as it performs agricultural or other activities. The framework generates commands for navigational control of the autonomous machinery in response to perceived objects and terrain impacting safe operation. The framework processes image data and range data in multiple fields of view around the autonomous equipment to discern objects and terrain, and applies artificial intelligence techniques in one or more neural networks to accurately interpret this data for enabling such safe operation."
568,16271401,2019.02.08,20200142409,2020.05.07,20200142409,2020.05.07,,,Generating Testing Instances for Autonomous Vehicles,"G05D1/00,G05D1/02,G05B13/02","Aurora Innovation, Inc.","Sensor data collected from an autonomous vehicle can be labeled using sensor data collected from an additional vehicle. Labeled sensor data can generate targeted testing instances for a trained machine learning model, where the trained machine learning model is used in generating control signals for an autonomous vehicle. In many implementations, targeted training instances can generate an accuracy value for the trained neural network model. Additionally or alternatively, the sensor suite on the additional vehicle can include a removable hardware pod which can be mounted on a variety of vehicles."
569,16541739,2019.08.15,20200159225,2020.05.21,20200159225,2020.05.21,,,End-To-End Interpretable Motion Planner for Autonomous Vehicles,"G05D1/02,G05D1/00,G01C21/34,G01C21/32","Uber Technologies, Inc.",Systems and methods for generating motion plans including target trajectories for autonomous vehicles are provided. An autonomous vehicle may include or access a machine-learned motion planning model including a backbone network configured to generate a cost volume including data indicative of a cost associated with future locations of the autonomous vehicle. The cost volume can be generated from raw sensor data as part of motion planning for the autonomous vehicle. The backbone network can generate intermediate representations associated with object detections and objection predictions. The motion planning model can include a trajectory generator configured to evaluate one or more potential trajectories for the autonomous vehicle and to select a target trajectory based at least in part on the cost volume generate by the backbone network.
570,16984972,2020.08.04,20220215508,2022.07.07,20220215508,2022.07.07,,,SUPER-RESOLUTION RADAR FOR AUTONOMOUS VEHICLES,"G06T3/40,G06T3/60,G06T5/50,G01S13/89,G01S17/89,G06N3/08,G06N20/00,G06K9/00",Metawave Corporation,Examples disclosed herein relate to an autonomous driving system in an vehicle. The autonomous driving system includes a radar system configured to detect a target in a path and a surrounding environment of the vehicle and produce radar data with a first resolution that is gathered over a continuous field of view on the detected target. The system includes a super-resolution network configured to receive the radar data with the first resolution and produce radar data with a second resolution different from the first resolution using first neural networks. The system also includes a target identification module configured to receive the radar data with the second resolution and to identify the detected target from the radar data with the second resolution using second neural networks. Other examples disclosed herein include a method of operating the radar system in the autonomous driving system of the vehicle.
